,SRR1463325,SRR1463326,SRR1463334,SRR1463335
AT1G09190,13,8,0,0
AT1G09195,45,31,3,12
AT1G09200,12,3,0,0
AT1G09210,140,110,252,65
AT1G09220,0,0,3,0
AT1G09230,40,25,121,43
AT1G09240,0,0,0,0
AT1G09245,0,0,0,0
AT1G09250,45,5,140,70
AT1G09260,2,0,0,0
AT1G09270,160,149,81,134
AT1G09280,160,65,1,56
AT1G09290,32,2,3102,10
AT1G09300,34,19,1,72
AT1G09310,1498,580,20,358
AT1G09320,52,7,4,69
AT1G09330,20,18,717,18
AT1G09340,1669,1252,148,17
AT1G09350,0,0,0,3
AT1G09360,0,0,0,0
AT1G09370,0,0,0,0
AT1G09380,0,0,0,0
AT1G09390,2,27,0,0
AT1G09400,0,2,0,0
AT1G09410,4,1,5,0
AT1G09415,27,28,2,21
AT1G09420,78,75,260,426
AT1G09421,15,15,38,109
AT1G09430,367,124,18,63
AT1G09440,1,0,0,0
AT1G09450,3,1,0,0
AT1G09460,0,0,0,1
AT1G09470,3,2,0,1
AT1G09480,5,0,0,1
AT1G09483,0,0,0,0
AT1G09490,14,4,5,14
AT1G09500,7,3,0,0
AT1G09510,0,8,0,0
AT1G09520,8,72,21,10
AT1G09530,79,28,3,84
AT1G09540,0,0,0,0
AT1G09550,0,0,0,0
AT1G09560,45,10,49,29
AT1G09570,76,176,176,136
AT1G09575,6,15,6,34
AT1G09580,6,9,0,10
AT1G09590,62,78,6,20
AT1G09600,0,0,0,0
AT1G09610,1,1,0,31
AT1G09620,353,186,36,208
AT1G09625,0,0,0,0
AT1G09630,4,12,1,2
AT1G09640,770,444,466,502
AT1G09645,65,48,111,56
AT1G09650,0,0,0,0
AT1G09660,31,39,0,0
AT1G09665,0,0,0,0
AT1G09680,0,6,0,3
AT1G09690,171,1013,9,19
AT1G09700,16,33,44,32
AT1G09710,65,19,0,13
AT1G09720,0,0,0,0
AT1G09730,478,183,205,326
AT1G09740,34,0,17,64
AT1G09750,210,48,0,3
AT1G09760,46,28,19,33
AT1G09770,331,301,1029,889
AT1G09780,167,95,478,77
AT1G09790,0,0,0,0
AT1G09794,42,17,71,73
AT1G09795,88,92,64,33
AT1G09800,68,11,1,5
AT1G09810,3,28,67,31
AT1G09812,0,0,0,0
AT1G09815,32,14,214,9
AT1G09820,0,4,4,3
AT1G09830,16,13,0,4
AT1G09840,16,6,0,110
AT1G09850,17,17,23,33
AT1G09860,0,1,2,1
AT1G09870,79,18,0,49
AT1G09880,8,0,0,0
AT1G09890,17,0,0,0
AT1G09900,46,65,0,6
AT1G09910,112,206,14,28
AT1G09920,140,68,144,126
AT1G09930,2,13,0,0
AT1G09932,51,37,0,10
AT1G09935,3,0,0,0
AT1G09940,4925,1553,80,252
AT1G09950,59,48,0,1
AT1G09960,76,15,141,31
AT1G09970,5243,1680,31963,14867
AT1G09980,177,100,202,76
AT1G09995,1,1,0,12
AT1G10000,0,0,0,0
AT1G10010,0,2,0,0
AT1G10020,18,34,0,2
AT1G10030,15,6,0,0
AT1G10040,159,63,23,109
AT1G10050,364,273,587,1255
AT1G10060,152,215,1232,782
AT1G10070,90,84,0,6
AT1G10090,584,518,49,349
AT1G10095,13,33,0,0
AT1G10100,0,0,0,0
AT1G10110,0,0,4,0
AT1G10120,55,44,0,6
AT1G10130,125,94,2,23
AT1G10140,25,16,223,106
AT1G10150,421,145,67,256
AT1G10155,23,6,0,2
AT1G10170,1602,959,1412,1628
AT1G10180,26,23,0,33
AT1G10190,0,0,0,0
AT1G10200,1,7,0,3
AT1G10210,12,13,1,17
AT1G10220,0,0,0,12
AT1G10230,3,4,1,13
AT1G10240,37,7,1,8
AT1G10250,0,0,0,0
AT1G10270,28,8,184,39
AT1G10280,23,22,0,35
AT1G10290,241,117,75,309
AT1G10300,10,10,1,0
AT1G10310,28,16,1,17
AT1G10320,134,55,66,107
AT1G10330,71,3,0,2
AT1G10340,51,15,0,0
AT1G10350,76,62,1,4
AT1G10360,2617,1553,936,15
AT1G10370,23339,17734,26365,3382
AT1G10380,20,1,0,0
AT1G10385,0,1,0,0
AT1G10390,471,411,1271,690
AT1G10400,13,4,0,0
AT1G10410,415,97,878,763
AT1G10417,0,0,0,0
AT1G10430,37,7,11,6
AT1G10440,0,0,0,0
AT1G10450,129,90,69,93
AT1G10455,0,0,0,0
AT1G10460,0,0,0,0
AT1G10470,196,450,70,24
AT1G10480,0,0,0,0
AT1G10490,115,115,6352,254
AT1G10500,154,136,6798,225
AT1G10510,159,92,4,23
AT1G10520,2,0,0,0
AT1G10522,5,11,0,9
AT1G10530,0,0,0,0
AT1G10540,0,140,0,1
AT1G10550,0,0,0,0
AT1G10560,6,43,0,0
AT1G10570,119,43,155,9
AT1G10580,1072,294,60163,3055
AT1G10585,354,201,9197,2701
AT1G10586,2,0,0,0
AT1G10588,0,0,0,0
AT1G10590,381,166,267,204
AT1G10600,24,40,12,31
AT1G10610,26,15,542,47
AT1G10620,4,0,0,0
AT1G10630,60,76,1,87
AT1G10640,2,26,0,0
AT1G10650,111,164,227,232
AT1G10652,0,0,0,0
AT1G10657,2,13,162,34
AT1G10660,279,146,279,50
AT1G10670,372,498,260,537
AT1G10680,0,0,0,0
AT1G10682,0,0,0,1
AT1G10690,5,0,35,9
AT1G10700,61,20,202,101
AT1G10710,0,0,0,0
AT1G10717,0,0,0,0
AT1G10720,39,21,2,41
AT1G10730,9,0,0,69
AT1G10740,443,90,132,60
AT1G10745,0,0,0,0
AT1G10747,0,0,0,0
AT1G10750,0,3,0,0
AT1G10760,201,183,0,34
AT1G10770,0,0,0,0
AT1G10780,11,7,0,8
AT1G10790,0,0,0,0
AT1G10800,0,0,0,0
AT1G10810,66,58,0,1
AT1G10820,20,10,5,18
AT1G10830,99,51,0,20
AT1G10840,1681,399,14,121
AT1G10850,157,97,0,24
AT1G10865,68,31,49,60
AT1G10870,12,6,0,18
AT1G10880,0,0,0,0
AT1G10890,426,152,472,178
AT1G10900,147,25,367,139
AT1G10910,94,78,0,27
AT1G10920,12,9,0,0
AT1G10930,41,33,73,17
AT1G10940,381,188,237,127
AT1G10950,231,213,12,188
AT1G10960,138,184,7,78
AT1G10970,0,2,0,0
AT1G10980,0,0,0,0
AT1G10990,5,0,0,0
AT1G11000,45,43,0,18
AT1G11010,0,0,0,0
AT1G11020,30,2,56,27
AT1G11030,0,0,0,0
AT1G11040,0,0,0,0
AT1G11050,75,38,0,76
AT1G11060,116,87,96,40
AT1G11070,1,11,0,0
AT1G11080,4,0,0,0
AT1G11090,10,1,0,17
AT1G11100,116,74,31,143
AT1G11110,0,0,0,0
AT1G11112,3,0,0,0
AT1G11120,0,1,0,0
AT1G11125,0,0,0,0
AT1G11130,33,24,0,0
AT1G11145,0,0,0,0
AT1G11160,1,0,1,4
AT1G11170,29,3,13,43
AT1G11175,56,2,0,15
AT1G11180,70,15,4,15
AT1G11185,0,0,0,0
AT1G11190,1,0,0,0
AT1G11200,22,15,352,12
AT1G11210,3,1,0,0
AT1G11220,0,0,0,0
AT1G11230,0,0,0,0
AT1G11240,15,9,7,6
AT1G11250,0,0,0,0
AT1G11260,1782,2065,493,2920
AT1G11270,20,31,0,46
AT1G11280,51,50,339,44
AT1G11290,101,4,0,0
AT1G11300,171,139,105,44
AT1G11310,1883,731,2771,1658
AT1G11320,6,0,0,7
AT1G11330,162,30,121,163
AT1G11340,55,74,190,266
AT1G11350,35,6,3,7
AT1G11360,24,22,118,33
AT1G11362,0,0,0,0
AT1G11370,0,0,0,0
AT1G11380,17,5,6,19
AT1G11390,168,86,120,183
AT1G11400,149,43,114,113
AT1G11410,93,6,1771,546
AT1G11420,2,0,0,6
AT1G11430,83,131,1,24
AT1G11440,8,5,0,0
AT1G11450,24,0,0,13
AT1G11460,0,0,0,0
AT1G11470,0,3,0,0
AT1G11475,2,3,1,0
AT1G11480,198,36,8,265
AT1G11490,0,0,0,0
AT1G11500,0,0,0,0
AT1G11510,0,0,0,0
AT1G11520,5,0,16,4
AT1G11530,40,18,0,1
AT1G11540,0,0,0,0
AT1G11545,4,0,0,0
AT1G11550,0,0,0,0
AT1G11560,0,0,0,0
AT1G11570,0,0,0,0
AT1G11572,0,0,111,0
AT1G11580,23,2,0,0
AT1G11590,0,0,0,3
AT1G11592,0,0,9,7
AT1G11593,0,0,0,0
AT1G11600,0,0,0,0
AT1G11608,0,0,0,0
AT1G11610,0,0,0,0
AT1G11620,0,0,0,0
AT1G11630,45,2,23,18
AT1G11640,0,0,0,0
AT1G11650,670,378,2590,462
AT1G11655,0,0,0,0
AT1G11660,68,77,187,888
AT1G11670,31,20,0,0
AT1G11680,269,69,3,53
AT1G11684,0,0,0,0
AT1G11690,0,0,0,0
AT1G11700,9,5,0,8
AT1G11710,10,0,1,7
AT1G11720,217,140,0,29
AT1G11730,0,1,0,0
AT1G11735,0,0,0,0
AT1G11740,0,0,0,0
AT1G11750,156,372,74,36
AT1G11755,4,24,11,5
AT1G11760,22,14,4,15
AT1G11765,0,0,0,0
AT1G11770,0,0,0,0
AT1G11780,8,8,0,45
AT1G11785,0,0,0,0
AT1G11790,178,66,8,11
AT1G11800,20,13,1,15
AT1G11810,4,0,0,0
AT1G11820,139,68,42,17
AT1G11840,105,67,27,34
AT1G11850,20,2,40,102
AT1G11860,5724,3690,30,12
AT1G11870,180,86,50,20
AT1G11880,17,4,0,61
AT1G11890,353,4705,135,333
AT1G11900,60,42,0,0
AT1G11905,101,11,55,91
AT1G11910,2046,1733,7631,2078
AT1G11915,0,39,0,0
AT1G11920,0,0,0,0
AT1G11925,19,9,40,1
AT1G11930,111,30,80,88
AT1G11940,49,1,0,1
AT1G11950,120,399,1,55
AT1G11960,542,363,5,93
AT1G11970,0,0,0,0
AT1G11980,0,0,0,0
AT1G11990,0,0,0,0
AT1G12000,194,180,1,11
AT1G12010,1,0,0,0
AT1G12013,0,0,0,0
AT1G12015,0,0,0,0
AT1G12020,3,22,0,12
AT1G12030,16,3,13,206
AT1G12040,0,0,0,0
AT1G12050,16,13,0,3
AT1G12060,2,0,0,9
AT1G12064,0,0,0,0
AT1G12070,0,0,0,0
AT1G12080,14,3,0,0
AT1G12090,16,9,3,0
AT1G12100,0,0,0,0
AT1G12110,395,249,1475,1511
AT1G12120,63,20,19,21
AT1G12130,0,0,0,0
AT1G12140,0,9,44,12
AT1G12150,12,0,0,0
AT1G12160,0,0,0,0
AT1G12170,0,0,0,0
AT1G12180,0,0,0,0
AT1G12190,0,0,0,0
AT1G12200,2,10,1,9
AT1G12210,15,0,0,5
AT1G12211,0,0,0,0
AT1G12220,32,13,64,0
AT1G12230,161,104,1,8
AT1G12240,309,213,379,153
AT1G12244,20,2,0,0
AT1G12250,97,115,0,6
AT1G12260,0,0,1,0
AT1G12270,376,166,158,210
AT1G12280,47,16,3,45
AT1G12290,42,3,170,62
AT1G12294,0,0,0,0
AT1G12300,22,12,0,0
AT1G12310,16,52,70,28
AT1G12320,85,47,594,373
AT1G12330,20,27,0,42
AT1G12340,0,0,0,0
AT1G12350,86,41,52,64
AT1G12360,880,451,248,392
AT1G12370,48,5,0,10
AT1G12380,5,0,0,0
AT1G12390,5,3,0,7
AT1G12400,15,1,35,3
AT1G12410,509,144,48,32
AT1G12411,0,0,0,0
AT1G12420,247,65,644,349
AT1G12423,0,0,0,0
AT1G12430,59,71,7,169
AT1G12440,80,107,92,181
AT1G12450,40,7,4,3
AT1G12451,0,0,0,0
AT1G12460,24,2,0,0
AT1G12470,83,99,111,111
AT1G12480,143,110,3771,569
AT1G12490,0,0,0,1
AT1G12500,6,17,0,23
AT1G12510,0,0,0,0
AT1G12520,28,197,11,89
AT1G12530,12,4,6,48
AT1G12540,0,0,0,0
AT1G12550,2,8,0,1
AT1G12560,0,0,0,0
AT1G12570,0,0,0,0
AT1G12580,884,572,381,184
AT1G12590,0,0,0,0
AT1G12600,0,0,0,0
AT1G12610,385,314,1,5
AT1G12620,12,2,25,17
AT1G12630,0,0,0,0
AT1G12640,136,61,34,101
AT1G12650,75,158,181,141
AT1G12660,0,0,0,0
AT1G12663,0,0,0,0
AT1G12665,0,0,0,0
AT1G12672,0,0,0,0
AT1G12680,144,82,74,90
AT1G12700,1,0,0,4
AT1G12710,50,11,8,78
AT1G12730,19,13,1,5
AT1G12740,19,21,0,0
AT1G12750,132,120,47,69
AT1G12760,858,236,1383,381
AT1G12770,386,249,31,26
AT1G12775,294,68,8,3
AT1G12780,116,47,0,29
AT1G12790,98,79,1,17
AT1G12800,475,399,17,48
AT1G12805,0,0,0,0
AT1G12810,121,66,146,126
AT1G12820,111,209,99,124
AT1G12830,8,14,98,34
AT1G12840,296,80,34,95
AT1G12845,0,13,0,6
AT1G12850,105,37,0,27
AT1G12855,0,0,0,0
AT1G12860,80,30,130,140
AT1G12870,0,0,0,0
AT1G12880,0,0,8,3
AT1G12890,0,0,0,0
AT1G12900,16830,11865,152,94
AT1G12910,93,71,8,66
AT1G12920,92,133,309,130
AT1G12930,58,46,50,5
AT1G12938,0,0,0,0
AT1G12940,5,0,0,2
AT1G12950,1,1,1,0
AT1G12960,0,0,0,0
AT1G12970,43,1,24,80
AT1G12980,0,0,0,0
AT1G12990,203,35,0,25
AT1G13000,4,1,13,29
AT1G13010,0,0,0,0
AT1G13020,65,30,78,30
AT1G13030,17,27,1,7
AT1G13040,3,9,0,31
AT1G13050,2,1,0,0
AT1G13060,60,42,58,46
AT1G13080,69,47,50,435
AT1G13090,37,1,0,6
AT1G13100,0,7,0,0
AT1G13110,5,5,0,0
AT1G13120,30,7,124,58
AT1G13130,0,0,0,0
AT1G13140,0,0,0,0
AT1G13150,0,2,0,0
AT1G13160,94,115,5,94
AT1G13170,29,23,0,4
AT1G13180,9,6,2,20
AT1G13190,449,384,389,440
AT1G13195,50,21,137,219
AT1G13200,0,0,0,0
AT1G13210,673,265,698,751
AT1G13220,206,101,25,184
AT1G13230,4,0,0,4
AT1G13240,0,0,0,0
AT1G13245,1085,576,448,54
AT1G13250,0,1,0,0
AT1G13260,57,11,0,57
AT1G13270,69,89,277,1
AT1G13280,0,12,0,1
AT1G13290,0,0,0,0
AT1G13300,0,0,0,0
AT1G13310,4,1,0,15
AT1G13320,443,121,62,200
AT1G13330,4,0,0,0
AT1G13340,16,0,0,0
AT1G13350,392,130,559,171
AT1G13360,50,37,12,282
AT1G13370,0,0,0,0
AT1G13380,38,22,1,0
AT1G13390,301,63,246,334
AT1G13400,0,0,0,0
AT1G13410,0,18,0,4
AT1G13420,0,0,0,0
AT1G13430,0,0,0,0
AT1G13440,1701,1351,150,504
AT1G13448,53,3,14,18
AT1G13450,330,94,216,55
AT1G13460,7,1,55,28
AT1G13470,4,0,0,0
AT1G13480,0,0,0,0
AT1G13485,0,0,0,0
AT1G13490,0,0,0,0
AT1G13500,0,0,0,0
AT1G13510,0,0,0,0
AT1G13520,5,3,0,0
AT1G13530,1,0,0,0
AT1G13540,0,11,0,0
AT1G13550,0,1,0,0
AT1G13560,98,83,31,45
AT1G13570,375,199,37,220
AT1G13580,13,7,92,11
AT1G13590,2,0,0,0
AT1G13600,0,0,0,0
AT1G13605,0,0,0,0
AT1G13607,0,0,0,0
AT1G13608,0,0,0,0
AT1G13609,0,0,0,0
AT1G13610,0,0,0,0
AT1G13620,4,0,0,0
AT1G13630,1,17,4,7
AT1G13635,0,0,0,0
AT1G13640,175,86,1,160
AT1G13650,118,57,0,0
AT1G13670,5,0,0,0
AT1G13680,0,0,0,0
AT1G13690,31,26,15,67
AT1G13700,15,0,0,1
AT1G13710,11,9,0,0
AT1G13720,0,0,0,0
AT1G13730,27,34,0,2
AT1G13740,48,8,30,12
AT1G13750,32,62,0,7
AT1G13755,0,0,0,0
AT1G13760,0,0,0,0
AT1G13770,3,48,0,2
AT1G13780,23,17,1,22
AT1G13790,7,13,0,33
AT1G13800,0,1,0,0
AT1G13810,13,4,49,17
AT1G13820,294,155,0,8
AT1G13830,0,0,0,0
AT1G13840,0,0,0,0
AT1G13850,0,0,0,0
AT1G13860,1,1,0,10
AT1G13870,18,10,79,92
AT1G13880,631,966,32,196
AT1G13890,4,1,0,1
AT1G13900,46,46,18,45
AT1G13910,18,3,0,0
AT1G13920,2,0,0,0
AT1G13930,52,11,119,36
AT1G13940,90,128,68,191
AT1G13950,1,5,0,3
AT1G13960,930,648,1470,1299
AT1G13970,2,0,2,2
AT1G13980,603,242,106,13
AT1G13990,168,31,1894,730
AT1G14000,1194,402,1994,2904
AT1G14010,124,71,101,38
AT1G14020,123,90,31,40
AT1G14030,167,70,1,18
AT1G14040,9,0,62,16
AT1G14048,0,0,0,0
AT1G14060,0,0,313,3
AT1G14070,18,9,1,0
AT1G14071,0,0,0,0
AT1G14080,18,6,0,0
AT1G14100,0,0,0,0
AT1G14110,0,0,0,0
AT1G14120,0,0,0,0
AT1G14130,27,36,4,110
AT1G14140,8,11,0,15
AT1G14150,37,8,0,0
AT1G14160,0,0,0,0
AT1G14170,22,8,0,1
AT1G14180,17,5,0,2
AT1G14185,0,1,0,0
AT1G14190,13,11,2,12
AT1G14200,935,1179,319,10732
AT1G14205,44,2,0,0
AT1G14210,18,3,0,5
AT1G14220,0,0,0,0
AT1G14225,0,0,0,0
AT1G14230,26,11,48,28
AT1G14240,1,1,0,0
AT1G14250,43,37,0,0
AT1G14260,4,0,0,1
AT1G14270,201,139,0,2
AT1G14280,15,20,0,0
AT1G14290,382,120,23,40
AT1G14300,15,32,0,12
AT1G14310,6,10,8,9
AT1G14315,0,0,0,0
AT1G14320,1537,661,1311,764
AT1G14330,74,14,41,164
AT1G14340,15,1,0,35
AT1G14345,11,29,0,0
AT1G14350,18,16,4,10
AT1G14360,65,22,179,820
AT1G14370,140,118,143,225
AT1G14380,19,3,5,48
AT1G14390,1,0,0,5
AT1G14400,1205,781,691,1122
AT1G14410,14,26,0,31
AT1G14420,0,0,0,0
AT1G14430,1,5,0,2
AT1G14440,1,15,0,1
AT1G14450,4,2,1,0
AT1G14455,0,0,0,0
AT1G14460,89,133,116,55
AT1G14470,3,0,0,0
AT1G14480,2,4,0,0
AT1G14490,4,1,0,0
AT1G14500,0,0,0,0
AT1G14510,40,56,168,80
AT1G14518,0,0,0,0
AT1G14520,0,8,0,3
AT1G14530,66,62,80,3
AT1G14540,459,267,1,0
AT1G14549,0,0,0,0
AT1G14550,0,0,0,0
AT1G14560,76,36,70,24
AT1G14570,235,247,180,192
AT1G14580,45,20,0,0
AT1G14590,11,24,7,15
AT1G14600,0,9,0,0
AT1G14610,288,236,58,1495
AT1G14620,27,47,0,5
AT1G14630,2,0,0,0
AT1G14640,145,52,115,162
AT1G14642,3,1,0,2
AT1G14650,344,244,1190,960
AT1G14660,30,57,28,11
AT1G14670,236,127,147,100
AT1G14680,1,0,0,0
AT1G14685,149,98,142,35
AT1G14686,0,0,0,0
AT1G14687,0,0,0,0
AT1G14688,0,0,0,0
AT1G14690,100,49,80,15
AT1G14700,20,64,0,1
AT1G14710,266,115,118,131
AT1G14720,12,27,0,2
AT1G14730,0,0,0,0
AT1G14740,1380,409,1202,759
AT1G14750,4,1,0,0
AT1G14755,0,0,0,0
AT1G14760,0,0,0,0
AT1G14770,29,2,0,1
AT1G14780,84,10,243,12
AT1G14790,4,7,54,0
AT1G14800,0,0,0,0
AT1G14810,320,155,79,81
AT1G14820,16,21,0,2
AT1G14830,338,148,56,131
AT1G14840,65,60,192,0
AT1G14850,135,29,178,166
AT1G14860,7,6,66,1
AT1G14870,124,55,299,13
AT1G14880,0,0,0,0
AT1G14890,24,42,25,11
AT1G14900,15,10,0,1
AT1G14910,38,5,0,52
AT1G14920,5,1,0,0
AT1G14930,0,0,0,0
AT1G14940,0,0,0,0
AT1G14950,0,0,0,0
AT1G14960,0,0,0,0
AT1G14970,3,20,0,0
AT1G14980,94,171,7245,399
AT1G14990,0,1,0,2
AT1G15000,31,16,0,0
AT1G15002,0,0,0,0
AT1G15010,281,615,1,3
AT1G15015,10,0,0,0
AT1G15020,34,16,2,4
AT1G15030,379,268,98,84
AT1G15040,118,202,95,4
AT1G15045,0,0,0,0
AT1G15050,2,9,0,0
AT1G15060,151,44,131,29
AT1G15080,0,0,0,0
AT1G15090,0,0,0,0
AT1G15100,20,29,1,24
AT1G15110,353,263,5308,1257
AT1G15120,66,24,27,47
AT1G15125,57,16,1,3
AT1G15130,782,354,902,1877
AT1G15140,119,142,29,4
AT1G15150,13,6,0,0
AT1G15160,32,54,0,4
AT1G15165,98,45,0,0
AT1G15170,64,36,2,26
AT1G15175,12,13,0,0
AT1G15180,273,77,1,1
AT1G15190,31,9,6,0
AT1G15200,179,87,63,208
AT1G15210,90,62,8,2
AT1G15215,13,13,0,0
AT1G15220,7,4,0,4
AT1G15230,33,12,142,22
AT1G15240,153,121,791,251
AT1G15250,8,26,18,3
AT1G15260,34,20,0,0
AT1G15270,49,62,260,86
AT1G15280,189,99,30,83
AT1G15290,750,828,162,355
AT1G15310,6,2,117,33
AT1G15320,1,1,0,0
AT1G15330,1,0,0,0
AT1G15340,1440,977,1163,2022
AT1G15350,31,8,8,12
AT1G15360,0,0,0,0
AT1G15370,28,5,0,25
AT1G15380,4,3,80,0
AT1G15385,0,0,0,0
AT1G15390,94,36,0,19
AT1G15400,22,4,118,2
AT1G15405,2,0,0,0
AT1G15410,75,108,25,2
AT1G15415,17,1,0,5
AT1G15420,64,48,336,15
AT1G15430,2122,868,5581,321
AT1G15440,385,80,48,71
AT1G15450,0,0,0,0
AT1G15460,70,1,0,0
AT1G15470,34,0,2,32
AT1G15480,12,10,0,6
AT1G15490,58,81,43,46
AT1G15500,628,351,388,98
AT1G15510,5,3,0,7
AT1G15520,5547,2495,57191,39340
AT1G15530,247,75,305,252
AT1G15540,0,0,0,0
AT1G15550,0,2,0,0
AT1G15570,41,23,0,7
AT1G15580,0,4,0,0
AT1G15590,0,0,0,0
AT1G15600,0,0,0,0
AT1G15610,0,0,0,0
AT1G15620,0,0,0,0
AT1G15630,0,0,0,0
AT1G15640,0,0,0,0
AT1G15650,0,0,0,0
AT1G15660,53,45,200,13
AT1G15670,122,78,7,45
AT1G15680,0,0,0,0
AT1G15690,6372,6205,723,1918
AT1G15700,127,310,3,20
AT1G15710,28,25,116,50
AT1G15720,38,44,0,4
AT1G15730,189,115,0,9
AT1G15740,1823,1012,378,283
AT1G15750,1428,1294,3892,2247
AT1G15757,0,0,0,0
AT1G15760,0,0,0,0
AT1G15770,0,0,0,0
AT1G15772,0,0,0,0
AT1G15780,154,163,397,440
AT1G15790,0,0,34,0
AT1G15800,157,16,47,101
AT1G15810,116,265,50,52
AT1G15820,9138,12120,329,239
AT1G15825,0,0,0,0
AT1G15830,4,9,0,10
AT1G15840,3,10,0,17
AT1G15850,0,1,0,0
AT1G15860,74,48,283,178
AT1G15870,7,0,0,25
AT1G15880,94,18,18,94
AT1G15885,2,0,0,0
AT1G15890,36,7,0,0
AT1G15900,1,0,0,0
AT1G15910,66,16,7,4
AT1G15920,5,20,160,35
AT1G15930,641,767,168,62
AT1G15940,153,113,682,357
AT1G15950,340,219,73,40
AT1G15960,434,72,81,39
AT1G15970,24,14,55,212
AT1G15980,1219,243,5,3
AT1G15990,31,56,1,0
AT1G16000,2,1,0,2
AT1G16010,73,52,136,253
AT1G16020,34,49,4,71
AT1G16022,18,2,0,1
AT1G16025,8,12,0,3
AT1G16030,4157,9274,2618,114011
AT1G16040,35,8,0,197
AT1G16060,0,1,0,3
AT1G16070,1,0,0,0
AT1G16080,215,88,12,6
AT1G16090,7,3,0,0
AT1G16100,0,0,0,0
AT1G16110,29,0,0,16
AT1G16120,0,0,0,0
AT1G16130,139,17,0,26
AT1G16150,114,25,16,37
AT1G16160,7,14,0,0
AT1G16170,17,13,0,12
AT1G16180,1112,388,1994,3149
AT1G16190,50,29,1,6
AT1G16210,122,55,65,97
AT1G16220,5,0,0,3
AT1G16225,0,0,0,0
AT1G16230,0,5,0,0
AT1G16240,137,85,126,41
AT1G16250,72,25,0,55
AT1G16260,193,32,0,11
AT1G16270,761,376,296,638
AT1G16280,4,10,21,30
AT1G16290,0,5,0,0
AT1G16300,26,13,46,72
AT1G16310,2,0,0,0
AT1G16320,16,20,29,45
AT1G16330,4,23,0,0
AT1G16340,8,2,0,0
AT1G16350,119,10,0,0
AT1G16360,0,0,0,0
AT1G16370,5,10,0,10
AT1G16380,5,0,0,0
AT1G16390,0,1,0,0
AT1G16400,0,0,0,0
AT1G16410,0,0,0,0
AT1G16420,0,0,0,0
AT1G16430,10,0,12,3
AT1G16440,0,0,0,0
AT1G16445,1,3,0,0
AT1G16450,0,0,0,0
AT1G16460,220,79,9,28
AT1G16470,24,93,74,63
AT1G16480,12,10,6,0
AT1G16489,3,0,0,0
AT1G16490,5,1,0,0
AT1G16500,0,0,0,0
AT1G16510,0,0,0,19
AT1G16515,0,0,0,0
AT1G16520,17,37,3,65
AT1G16530,2,0,0,0
AT1G16540,114,66,273,133
AT1G16560,78,6,4,57
AT1G16570,8,9,31,20
AT1G16590,2,0,0,4
AT1G16610,148,121,356,118
AT1G16630,15,1,0,7
AT1G16635,3,0,0,0
AT1G16640,0,0,0,0
AT1G16650,2,17,2,3
AT1G16670,132,125,467,137
AT1G16680,4,4,11,35
AT1G16690,15,15,0,29
AT1G16700,87,91,113,175
AT1G16705,0,0,0,1
AT1G16710,261,104,252,146
AT1G16720,724,577,64,59
AT1G16730,4,15,93,3
AT1G16740,4,16,0,1
AT1G16750,19,10,229,68
AT1G16760,0,0,0,0
AT1G16770,19,55,6,0
AT1G16780,20,19,3,0
AT1G16790,0,7,0,1
AT1G16800,54,15,1,14
AT1G16810,29,13,29,51
AT1G16820,4,0,91,2
AT1G16825,9,2,0,19
AT1G16830,7,0,0,24
AT1G16840,131,74,426,80
AT1G16850,17,5,7,48
AT1G16858,0,0,0,0
AT1G16860,0,0,0,0
AT1G16870,41,21,4,48
AT1G16880,1939,1376,34,53
AT1G16890,133,244,148,212
AT1G16900,15,46,1,30
AT1G16905,7,0,0,0
AT1G16910,0,0,0,0
AT1G16916,0,3,1,2
AT1G16920,158,52,113,29
AT1G16930,10,49,148,8
AT1G16940,0,0,0,0
AT1G16950,0,0,0,0
AT1G16960,17,45,1065,267
AT1G16970,3,33,67,32
AT1G16980,0,0,0,0
AT1G17000,0,0,0,0
AT1G17010,0,0,0,0
AT1G17020,0,2,0,1
AT1G17030,0,0,0,0
AT1G17040,58,10,51,30
AT1G17050,228,132,61,104
AT1G17060,30,27,13,91
AT1G17070,208,54,49,75
AT1G17080,116,35,195,182
AT1G17090,6,0,39,6
AT1G17100,102,86,7,2
AT1G17110,819,494,300,517
AT1G17120,211,28,9,13
AT1G17130,158,153,423,247
AT1G17140,112,47,140,52
AT1G17145,48,31,63,86
AT1G17147,7,2,33,40
AT1G17150,0,0,0,0
AT1G17160,47,14,1,13
AT1G17170,1629,686,26569,14137
AT1G17180,2135,699,25935,13984
AT1G17190,10,4,1,2
AT1G17200,31,24,1,10
AT1G17210,705,206,67,138
AT1G17220,1622,1056,25,122
AT1G17230,100,38,596,357
AT1G17232,37,9,53,186
AT1G17235,0,0,0,0
AT1G17240,17,1,136,73
AT1G17250,19,7,0,22
AT1G17255,23,8,238,14
AT1G17260,22,0,0,0
AT1G17270,1,0,0,3
AT1G17280,39,26,200,64
AT1G17285,0,0,0,1
AT1G17290,2428,726,3081,1244
AT1G17300,7,0,0,0
AT1G17310,0,0,0,0
AT1G17330,130,61,698,21
AT1G17340,212,122,0,108
AT1G17345,0,0,0,0
AT1G17350,5,14,1,12
AT1G17360,1010,824,20,107
AT1G17370,295,269,332,77
AT1G17380,293,163,4,72
AT1G17400,0,0,0,0
AT1G17410,65,44,10,0
AT1G17420,19046,5394,1263,680
AT1G17430,9,0,0,0
